0.05;;2.5;0.287;none;;0.191;;;;;0.287
0.15;;2.5;0.144;none;;0.096;;;;;0.144
0.25;;2.5;0.029;none;;0.019;;;;;0.029
0.35;;2.5;0.029;none;;0.019;;;;;0.029
0.45;;2.5;0.029;none;;0.019;;;;;0.029
0.55;;2.5;0.029;none;;0.019;;;;;0.029
0.65;;2.5;0.029;none;;0.019;;;;;0.029
0.75;;2.5;0.029;none;;0.019;;;;;0.029
0.85;;2.5;0.029;none;;0.019;;;;;0.029
0.95;;2.5;0.029;none;;0.019;;;;;0.029
