0.05;;2.6;0.000;none;;0.000;;;;;0.0
0.15;;2.6;0.000;none;;0.000;;;;;0.0
0.25;;2.6;0.000;none;;0.000;;;;;0.0
0.35;;2.6;0.000;none;;0.000;;;;;0.0
0.45;;2.6;0.861;none;;0.538;;;;;0.861
0.55;;2.6;0.000;none;;0.000;;;;;0.0
0.65;;2.6;0.000;none;;0.000;;;;;0.0
0.75;;2.6;0.000;none;;0.000;;;;;0.0
0.85;;2.6;0.000;none;;0.000;;;;;0.0
0.95;;2.6;0.000;none;;0.000;;;;;0.0
