0.05;;2.4;0.015;none;;0.011;;;;;0.015
0.15;;2.4;0.020;none;;0.014;;;;;0.020
0.25;;2.4;0.029;none;;0.021;;;;;0.029
0.35;;2.4;0.037;none;;0.027;;;;;0.037
0.45;;2.4;0.042;none;;0.030;;;;;0.042
0.55;;2.4;0.042;none;;0.030;;;;;0.042
0.65;;2.4;0.037;none;;0.027;;;;;0.037
0.75;;2.4;0.029;none;;0.021;;;;;0.029
0.85;;2.4;0.020;none;;0.014;;;;;0.020
0.95;;2.4;0.015;none;;0.011;;;;;0.015
