Simulation_number		POS_X		POS_Y		POS_Z			n0			type			age				size		Radius		0.1			0.11514			0.132571			0.152642			0.175751			0.202359			0.232995			0.26827			0.308884			0.355648			0.409492			0.471487			0.542868			0.625055			0.719686			0.828643			0.954095			1.09854			1.26486			1.45635			1.67683			1.9307			2.223			2.55955			2.94705			3.39322			3.90694			4.49843			5.17947			5.96362			6.86649			7.90604			9.10298			10.4811			12.0679			13.895			15.9986			18.4207			21.2095			24.4205			28.1177			32.3746			37.2759			42.9193			49.4171			56.8987			65.5129			75.4312			86.8511			100			
0		-6.22328		1.65425		0.027027			2.97913			1			8.75837				3.8115		8.21337		9.74631e-12		7.00558e-12		5.02465e-12		3.59635e-12		2.56902e-12		1.83189e-12		1.30419e-12		9.27209e-13		6.584e-13		4.67017e-13		3.30924e-13		2.34238e-13		1.65597e-13		1.16893e-13		8.23578e-14		5.78893e-14		4.05734e-14		2.83397e-14		1.97159e-14		1.36543e-14		9.40845e-15		6.44674e-15		4.39047e-15		2.9703e-15		1.99513e-15		1.32974e-15		8.78848e-16		5.75589e-16		3.73282e-16		2.39514e-16		1.51916e-16		9.5153e-17		5.87914e-17		3.57893e-17		2.14368e-17		1.26151e-17		7.28166e-18		4.11512e-18		2.27227e-18		1.22312e-18		6.40183e-19		3.24874e-19		1.59333e-19		7.52483e-20		3.40807e-20		1.4734e-20		6.04825e-21		2.34302e-21		8.50455e-22		2.86748e-22		
0		1.05684		10.0678		-0.189189			0.232604			2			2.13847				4.67087		8.50673		8.94163e-13		7.03031e-13		5.52307e-13		4.33513e-13		3.39844e-13		2.6611e-13		2.0807e-13		1.62398e-13		1.26539e-13		9.83896e-14		7.62986e-14		5.90198e-14		4.55319e-14		3.49839e-14		2.67748e-14		2.04074e-14		1.54831e-14		1.16815e-14		8.74873e-15		6.50571e-15		4.79885e-15		3.5074e-15		2.53667e-15		1.81261e-15		1.27745e-15		8.86231e-16		6.04008e-16		4.03624e-16		2.63981e-16		1.68717e-16		1.05239e-16		6.39824e-17		3.78511e-17		2.17321e-17		1.20632e-17		6.44102e-18		3.2873e-18		1.5915e-18		7.24132e-19		3.06148e-19		1.18591e-19		4.13661e-20		1.27187e-20		3.35934e-21		7.4071e-22		1.33351e-22		2.00557e-23		3.0047e-24		6.03293e-25		1.52229e-25		
0		-1.2735		0.604164		-0.0540541			0.135988			2			27.4709				46.2456		65.8645		1.27672e-13		6.35067e-14		3.04695e-14		1.41127e-14		6.33499e-15		2.78065e-15		1.21306e-15		5.38801e-16		2.50268e-16		1.2366e-16		6.48103e-17		3.53272e-17		1.95549e-17		1.07863e-17		5.85716e-18		3.10849e-18		1.60476e-18		8.02836e-19		3.87801e-19		1.80148e-19		8.01216e-20		3.39438e-20		1.36184e-20		5.1392e-21		1.80955e-21		5.88624e-22		1.74582e-22		4.63106e-23		1.06336e-23		1.98096e-24		2.57706e-25		1.5231e-26		4.85973e-29		5.4611e-84		2.06117e-95		8.9807e-111		4.33993e-132		5.32181e-154		4.38511e-184		1.59323e-225		9.7316e-282		0		0		0		0		0		0		0		0		0		
0		-7.05028		9.92393		0.0600601			0.342991			3			36.4128				24.5485		65.8645		1.66433e-15		1.01266e-15		6.19231e-16		3.77247e-16		2.27626e-16		1.35509e-16		7.938e-17		4.56599e-17		2.57385e-17		1.41894e-17		7.63296e-18		3.99646e-18		2.03081e-18		9.98337e-19		4.7305e-19		2.15156e-19		9.34884e-20		3.85976e-20		1.50465e-20		5.49779e-21		1.86622e-21		5.81937e-22		1.64123e-22		4.08541e-23		8.58301e-24		1.38259e-24		1.33667e-25		3.29874e-27		1.89864e-93		1.9308e-105		4.25878e-122		5.06815e-139		3.35009e-163		7.17529e-195		3.73553e-228		5.36772e-275		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		-0.0374939		-0.427652		-0.273273			0.00522988			2			25.3055				40.0541		49.8241		1.86777e-15		1.15287e-15		7.05616e-16		4.2666e-16		2.54237e-16		1.49003e-16		8.57391e-17		4.83501e-17		2.66675e-17		1.43537e-17		7.52067e-18		3.82494e-18		1.88225e-18		8.92966e-19		4.06725e-19		1.77022e-19		7.32265e-20		2.86098e-20		1.04807e-20		3.56839e-21		1.11667e-21		3.16292e-22		7.91717e-23		1.6766e-23		2.73684e-24		2.71965e-25		7.30927e-27		3.05413e-37		3.07177e-109		4.34836e-126		8.14574e-144		2.37699e-167		2.23314e-200		3.27975e-234		5.67171e-280		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		-0.777121		7.00476		0.0660661			1.47986			2			30.1342				32.3416		54.6819		1.19203e-13		6.12181e-14		3.06789e-14		1.50866e-14		7.34889e-15		3.59401e-15		1.79264e-15		9.24169e-16		4.95011e-16		2.74023e-16		1.54805e-16		8.79814e-17		4.97025e-17		2.76698e-17		1.50917e-17		8.03099e-18		4.15535e-18		2.08364e-18		1.00899e-18		4.70013e-19		2.09685e-19		8.91399e-20		3.59014e-20		1.36072e-20		4.81488e-21		1.57514e-21		4.70315e-22		1.25798e-22		2.92101e-23		5.53646e-24		7.43959e-25		4.76828e-26		2.32449e-28		4.36414e-83		2.00353e-94		1.91528e-109		2.25171e-130		4.32435e-152		1.55694e-181		3.96204e-222		3.15981e-277		0		0		0		0		0		0		0		0		0		
0		3.92223		-3.47076		-0.177177			0.420791			3			17.4565				59.6027		49.8241		1.10412e-11		7.32784e-12		4.77978e-12		3.05924e-12		1.91789e-12		1.17543e-12		7.02744e-13		4.08884e-13		2.30926e-13		1.26231e-13		6.65743e-14		3.37591e-14		1.63981e-14		7.59984e-15		3.34739e-15		1.39631e-15		5.50485e-16		2.05429e-16		7.32301e-17		2.55173e-17		9.06108e-18		3.44665e-18		1.43982e-18		6.46328e-19		2.97795e-19		1.35536e-19		5.95789e-20		2.4987e-20		9.91718e-21		3.69719e-21		1.28388e-21		4.1101e-22		1.1963e-22		3.10055e-23		6.90125e-24		1.22614e-24		1.46322e-25		7.01844e-27		6.70586e-30		3.18737e-70		1.50811e-82		4.52117e-96		1.39348e-113		1.04616e-137		1.97568e-170		3.55831e-214		6.10649e-260		3.11261e-322		0		0		
0		-4.15792		3.87097		0.141141			0.508442			1			36.3683				10.7532		20.703		3.34978e-12		2.31193e-12		1.57939e-12		1.06731e-12		7.13051e-13		4.70688e-13		3.06899e-13		1.97638e-13		1.25705e-13		7.90007e-14		4.91023e-14		3.02237e-14		1.84517e-14		1.11901e-14		6.75538e-15		4.0659e-15		2.44172e-15		1.46266e-15		8.72702e-16		5.17366e-16		3.03796e-16		1.76087e-16		1.00398e-16		5.61221e-17		3.06628e-17		1.63259e-17		8.44575e-18		4.23176e-18		2.0465e-18		9.51511e-19		4.2345e-19		1.7947e-19		7.20229e-20		2.7185e-20		9.57444e-21		3.1158e-21		9.24894e-22		2.45735e-22		5.66094e-23		1.06268e-23		1.41238e-24		9.0101e-26		4.82129e-28		4.77879e-112		3.5622e-136		8.68589e-169		1.3638e-209		3.18956e-255		1.26459e-317		0		
0		6.4967		5.21225		0.237237			0.274404			1			19.7591				22.5418		18.324		2.58347e-11		1.87656e-11		1.35271e-11		9.66906e-12		6.84766e-12		4.80056e-12		3.32832e-12		2.27988e-12		1.54134e-12		1.02736e-12		6.74397e-13		4.35523e-13		2.76424e-13		1.72283e-13		1.05379e-13		6.3247e-14		3.72634e-14		2.15812e-14		1.23172e-14		6.95466e-15		3.90477e-15		2.19277e-15		1.23809e-15		7.05096e-16		4.04982e-16		2.33769e-16		1.34817e-16		7.71584e-17		4.35473e-17		2.41098e-17		1.30392e-17		6.86476e-18		3.50683e-18		1.73253e-18		8.24806e-19		3.76836e-19		1.64466e-19		6.82079e-20		2.67172e-20		9.81448e-21		3.35251e-21		1.05352e-21		3.00144e-22		7.57975e-23		1.63038e-23		2.75249e-24		3.00051e-25		1.16063e-26		2.32112e-30		3.29649e-191		
0		8.98613		4.49005		0.003003			0.856355			1			15.3657				20.0971		13.2011		4.76942e-11		3.40133e-11		2.41025e-11		1.69645e-11		1.18564e-11		8.22638e-12		5.66598e-12		3.87427e-12		2.63073e-12		1.77483e-12		1.19058e-12		7.94896e-13		5.28831e-13		3.51016e-13		2.32735e-13		1.54293e-13		1.02336e-13		6.79071e-14		4.50572e-14		2.98604e-14		1.97359e-14		1.29868e-14		8.49318e-15		5.51112e-15		3.54288e-15		2.25337e-15		1.41621e-15		8.78447e-16		5.37105e-16		3.23285e-16		1.91278e-16		1.11071e-16		6.31865e-17		3.51453e-17		1.90707e-17		1.00703e-17		5.16034e-18		2.55809e-18		1.22242e-18		5.6086e-19		2.45954e-19		1.0256e-19		4.04254e-20		1.49584e-20		5.15328e-21		1.63596e-21		4.71957e-22		1.21157e-22		2.66857e-23		4.68826e-24		
